pressure	height	temperature	dewpoint	rh	mixingratio	direction	sknt	thta	thte	thtv
545	5180	-6.3	-16.3	45	1.97	275	27	317.4	324.1	317.8
544.9	5182	-6.3	-16.3	45	1.97	275	27	317.4	324.1	317.8
540	5252	-6.9	-16.9	45	1.9	275	28	317.5	324	317.9
532	5369	-6.3	-30.3	13	0.58	275	29	319.6	321.7	319.7
524	5486	-7	-33.2	10	0.45	275	30	320.1	321.8	320.2
503.8	5791	-8.8	-40.6	6	0.22	270	29	321.6	322.5	321.6
500	5850	-9.1	-42.1	5	0.19	270	29	321.9	322.6	321.9
491	5990	-9.9	-44.9	4	0.14	273	30	322.6	323.1	322.6
484.3	6096	-10.6	-43.8	5	0.16	275	30	322.9	323.6	323
480	6165	-11.1	-43.1	5	0.18	273	30	323.2	323.9	323.2
473	6277	-11.9	-43.9	5	0.17	269	29	323.6	324.2	323.6
470	6326	-12.3	-44.3	5	0.16	267	28	323.6	324.3	323.7
465.4	6401	-13	-44.3	5	0.16	265	28	323.8	324.4	323.8
463	6440	-13.3	-44.3	5	0.16	266	28	323.8	324.4	323.8
447	6706	-14.9	-49.7	3	0.09	275	29	325.1	325.4	325.1
429.4	7010	-16.7	-55.9	2	0.05	270	28	326.5	326.7	326.5
426	7070	-17.1	-57.1	2	0.04	272	28	326.7	326.9	326.8
423	7123	-17.1	-57.1	2	0.04	274	28	327.4	327.6	327.4
412.2	7315	-18.3	-56	2	0.05	280	28	328.3	328.5	328.3
400	7540	-19.7	-54.7	3	0.06	285	31	329.3	329.6	329.3
395.6	7620	-20.4	-54.2	3	0.06	285	30	329.4	329.6	329.4
379.4	7925	-23.3	-52.2	5	0.08	290	35	329.6	329.9	329.6
363.8	8230	-26.1	-50.2	8	0.11	285	36	329.8	330.2	329.8
339	8744	-30.9	-46.9	19	0.17	281	35	330	330.7	330
334.5	8839	-31.7	-47.9	19	0.15	280	35	330.1	330.7	330.1
320.3	9144	-34.5	-51.1	17	0.11	275	31	330.5	330.9	330.5
310	9373	-36.5	-53.5	16	0.08	271	30	330.7	331.1	330.7
306.6	9449	-37.2	-53.5	17	0.09	270	30	330.8	331.2	330.8
300	9600	-38.5	-53.5	19	0.09	265	37	331	331.4	331
281	10046	-42.5	-52.5	33	0.11	260	42	331.5	331.9	331.5
280.5	10058	-42.5	-52.7	32	0.1	260	42	331.6	332	331.6
268	10363	-43.9	-57.8	20	0.06	255	45	334	334.3	334
256.1	10668	-45.2	-62.8	12	0.03	250	51	336.4	336.6	336.4
255	10698	-45.3	-63.3	11	0.03	249	53	336.7	336.8	336.7
251	10803	-45.5	-62.5	13	0.03	246	62	337.9	338.1	337.9
250	10830	-45.7	-62.7	13	0.03	245	64	338	338.1	338
248	10883	-46	-62.9	13	0.03	245	64	338.3	338.4	338.3
244.7	10973	-46.6	-63.3	13	0.03	245	64	338.8	338.9	338.8
233.6	11278	-48.4	-64.5	14	0.03	250	61	340.5	340.6	340.5
232	11324	-48.7	-64.7	14	0.03	251	61	340.7	340.9	340.7
223.1	11582	-50.3	-65.3	15	0.03	255	59	342.1	342.3	342.1
223	11583	-50.3	-65.3	15	0.03	255	59	342.1	342.3	342.1
214	11851	-51.5	-68.5	11	0.02	259	53	344.3	344.4	344.3
212.8	11887	-51.6	-68.6	11	0.02	260	52	344.7	344.8	344.7
212	11912	-51.7	-68.7	11	0.02	260	51	344.9	345	344.9
210	11974	-51.9	-68.9	11	0.02	261	50	345.6	345.6	345.6
206	12099	-51.5	-69.5	10	0.02	263	47	348.1	348.2	348.1
203.1	12192	-51.9	-70.4	9	0.01	265	45	348.9	349	348.9
200	12290	-52.3	-71.3	8	0.01	255	34	349.8	349.9	349.8
198	12355	-52.7	-71.7	8	0.01	255	34	350.2	350.2	350.2
193.7	12497	-53.8	-72	9	0.01	255	33	350.6	350.7	350.6
187	12721	-55.5	-72.5	10	0.01	251	41	351.4	351.5	351.4
185	12790	-55.7	-72.7	10	0.01	250	43	352.2	352.2	352.2
184.6	12802	-55.7	-72.3	11	0.01	245	36	352.4	352.4	352.4
183	12859	-55.7	-70.7	14	0.02	245	38	353.2	353.3	353.3
170	13333	-51.1	-80.1	2	0	249	53	368.4	368.4	368.4
168	13411	-51.1	-80.1	2	0	250	55	369.7	369.7	369.7
168	13409	-51.1	-80.1	2	0	250	55	369.6	369.7	369.6
159	13766	-52.5	-81.5	2	0	259	45	373.1	373.2	373.1
152.8	14021	-54.3	-82.6	2	0	265	38	374.4	374.4	374.4
150	14140	-55.1	-83.1	2	0	260	41	374.9	374.9	374.9
146	14312	-56.3	-83.3	2	0	258	42	375.8	375.8	375.8
140	14579	-56.9	-83.9	2	0	256	45	379.2	379.3	379.2
138.9	14630	-57.4	-84.3	2	0	255	45	379.3	379.4	379.3
138	14670	-57.7	-84.7	2	0	255	45	379.4	379.4	379.4
136	14762	-57.9	-84.9	2	0	255	45	380.6	380.6	380.6
135	14808	-57.9	-84.9	2	0	255	46	381.4	381.4	381.4
134	14855	-57.9	-84.9	2	0	255	46	382.2	382.3	382.2
132.3	14935	-58.2	-85.1	2	0	255	46	383.1	383.1	383.1
126	15240	-59.2	-85.7	2	0	260	41	386.6	386.6	386.6
120	15545	-60.3	-86.4	2	0	275	38	390	390.1	390
119	15599	-60.5	-86.5	2	0	272	37	390.7	390.7	390.7
115	15813	-60.1	-86.1	2	0	262	33	395.2	395.2	395.2
114.3	15850	-60.2	-86.2	2	0	260	32	395.7	395.7	395.7
108.9	16154	-61.3	-87.3	2	0	280	36	399.2	399.2	399.2
108	16203	-61.5	-87.5	2	0	277	34	399.7	399.8	399.8
103	16497	-61.9	-87.9	2	0	257	22	404.4	404.4	404.4
102	16557	-62.1	-88.1	2	0	253	20	405.2	405.2	405.2
100	16680	-61.9	-87.9	2	0	245	15	407.9	407.9	407.9
99.1	16736	-61.7	-87.7	2	0	241	17	409.3	409.3	409.3
99	16742	-61.7	-87.7	2	0	240	17	409.4	409.5	409.5
98.7	16764	-61.6	-87.6	2	0	265	14	410	410	410
96.9	16875	-61.3	-87.3	2	0	269	19	412.7	412.7	412.7
94	17063	-61.1	-87.1	2	0	275	28	416.6	416.7	416.6
91	17264	-60.9	-86.9	2	0	250	16	420.9	420.9	420.9
90.3	17312	-60.9	-86.9	2	0	245	17	421.9	421.9	421.9
88	17472	-60.8	-86.5	2	0	230	21	425.3	425.3	425.3
86	17614	-60.7	-86	2	0	235	25	428.3	428.3	428.3
83.3	17812	-60.5	-85.5	2	0	262	19	432.6	432.6	432.6
82	17910	-60.6	-85.6	2	0	275	16	434.3	434.3	434.3
81	17986	-60.7	-85.7	2	0	275	15	435.6	435.6	435.6
80	18063	-60.9	-85.9	2	0	275	13	436.9	436.9	436.9
76.1	18373	-61.5	-86.5	2	0	254	10	441.8	441.8	441.8
75	18463	-61.7	-86.7	2	0	247	9	443.2	443.2	443.2
72	18716	-61	-86	2	0	230	7	449.9	449.9	449.9
71	18802	-60.8	-85.8	2	0	265	9	452.2	452.3	452.2
70	18890	-60.5	-85.5	2	0	275	9	454.6	454.6	454.6
68.2	19052	-60.5	-85.5	2	0	230	7	458	458	458
67	19162	-60.4	-85.4	2	0	200	6	460.5	460.6	460.5
65	19351	-60.3	-85.3	2	0	250	9	464.9	464.9	464.9
64	19448	-60.2	-85.2	2	0	270	9	467.1	467.1	467.1
63	19546	-60.1	-85.1	2	0	235	8	469.4	469.4	469.4
62.8	19565	-60.1	-85.1	2	0	232	8	469.8	469.8	469.8
62.3	19615	-60.1	-85.1	2	0	225	9	470.9	470.9	470.9
61	19746	-60.1	-85.1	2	0	205	11	473.7	473.8	473.7
60	19850	-59.9	-84.9	2	0	215	11	476.5	476.5	476.5
59	19955	-59.6	-84.7	3	0.01	225	9	479.3	479.3	479.3
58	20061	-59.4	-84.4	3	0.01	220	7	482.1	482.2	482.1
57.5	20115	-59.3	-84.3	3	0.01	247	6	483.6	483.6	483.6
56	20281	-59.2	-84.2	3	0.01	330	2	487.4	487.5	487.4
55	20393	-59.2	-84.2	3	0.01	65	4	490	490.1	490
53	20625	-59.1	-84.1	3	0.01	105	5	495.4	495.5	495.4
52.8	20649	-59.1	-84.1	3	0.01	101	5	496	496	496
52	20744	-59	-84	3	0.01	85	6	498.4	498.5	498.4
51	20866	-58.9	-83.8	3	0.01	105	5	501.5	501.6	501.5
50	20990	-58.7	-83.7	3	0.01	90	9	504.7	504.8	504.7
49.5	21053	-58.5	-83.5	3	0.01	97	10	506.6	506.7	506.6
49.3	21079	-58.5	-83.5	3	0.01	100	11	507.2	507.3	507.2
48	21247	-58.8	-83.8	3	0.01	120	15	510.5	510.6	510.5
47.2	21352	-58.9	-83.9	3	0.01	136	12	512.6	512.7	512.6
47	21379	-58.8	-83.8	3	0.01	140	11	513.5	513.6	513.5
45	21653	-57.5	-83.2	2	0.01	120	8	523.1	523.1	523.1
44.1	21781	-56.9	-82.9	2	0.01	116	10	527.5	527.6	527.5
44	21795	-56.8	-82.8	2	0.01	115	10	528	528.1	528
42.4	22030	-55.9	-81.9	3	0.01	99	14	536	536.1	536
42	22091	-56	-81.8	3	0.01	95	15	537.2	537.3	537.2
41	22244	-56.2	-81.5	3	0.01	115	16	540.4	540.5	540.5
40.4	22338	-56.3	-81.3	3	0.01	97	10	542.4	542.5	542.4
40	22401	-56.2	-81.2	3	0.01	85	6	544.2	544.3	544.2
38	22728	-55.7	-80.7	3	0.02	60	15	553.5	553.7	553.5
36.5	22984	-55.3	-80.3	3	0.02	97	20	561	561.1	561
36	23072	-55.2	-80.2	3	0.02	110	22	563.4	563.5	563.4
35.1	23234	-55.1	-80.1	3	0.02	110	18	567.8	567.9	567.8
35	23252	-55.1	-80.2	3	0.02	110	18	568.3	568.5	568.3
34.3	23381	-54.9	-80.9	3	0.02	93	14	572.1	572.2	572.1
34	23437	-54.8	-80.8	3	0.02	85	12	573.7	573.9	573.7
33	23629	-54.5	-80.5	3	0.02	85	19	579.5	579.6	579.5
32	23826	-54.3	-80	3	0.02	120	17	585.1	585.3	585.1
30	24240	-53.9	-78.9	3	0.03	85	17	597.1	597.3	597.1
29.6	24326	-53.9	-78.9	3	0.03	87	19	599.4	599.6	599.4
29	24457	-54	-79	3	0.03	90	23	602.7	602.9	602.7
28.2	24637	-54.1	-79.1	3	0.03	106	17	607.2	607.4	607.2
28	24682	-54.1	-79.1	3	0.03	110	15	608.4	608.7	608.4
27.1	24892	-53.9	-79.9	3	0.03	106	19	614.7	614.9	614.7
27	24915	-53.9	-79.8	3	0.03	105	19	615.4	615.6	615.4
26	25158	-53.6	-79.2	3	0.03	110	17	622.8	623.1	622.8
25	25410	-53.4	-78.4	3	0.03	115	19	630.6	630.9	630.6
24.8	25461	-53.3	-78.3	3	0.04	110	20	632.2	632.5	632.2
24	25672	-53	-78	3	0.04	90	23	639.1	639.5	639.1
23.4	25835	-52.7	-77.7	3	0.04	93	24	644.5	644.9	644.5
23	25946	-52.6	-77.6	3	0.04	95	25	647.9	648.3	648
22.3	26146	-52.5	-77.5	3	0.04	85	25	654.1	654.5	654.1
22	26233	-52.4	-77.5	3	0.05	80	25	657	657.4	657
21	26534	-51.9	-77.5	3	0.05	95	26	667.1	667.6	667.1
20.1	26818	-51.5	-77.5	3	0.05	104	25	676.8	677.3	676.8
20	26850	-51.3	-77.3	3	0.05	105	25	678.4	678.9	678.4
19	27187	-50.4	-76.4	3	0.06	90	20	691.1	691.8	691.1
18	27542	-49.5	-75.5	3	0.08	80	30	704.8	705.6	704.8
17	27917	-48.5	-74.5	3	0.09	85	24	719.5	720.5	719.6
16	28315	-47.5	-73.5	3	0.11	85	37	735.5	736.7	735.5
15.1	28695	-46.5	-72.5	4	0.14	81	33	751	752.5	751.1
15	28739	-46.5	-72.5	4	0.14	80	32	752.4	754	752.5
14.9	28783	-46.5	-72.5	4	0.14	82	32	753.9	755.4	754
14	29197	-46.2	-73	3	0.14	100	37	768.4	770	768.5
13.7	29341	-46.1	-73.1	3	0.14	99	35	773.5	775.1	773.6
13	29691	-45	-72	3	0.18	95	29	789.1	791	789.1
12.7	29847	-44.5	-71.5	3	0.19	92	31	796	798.2	796.1
12	30229	-43.6	-70.8	3	0.23	85	36	812.2	814.8	812.4
11	30817	-42.2	-69.8	3	0.28	85	41	837.7	841	837.9
10	31460	-40.7	-68.7	3	0.37	100	26	866.5	870.9	866.7
9.8	31598	-39.9	-67.9	3	0.42	98	26	874.5	879.6	874.7
9.4	31883	-39.5	-67.5	3	0.46	94	27	886.5	892.1	886.7
9	32179	-39.9	-67.5	4	0.48	90	27	896.2	902.2	896.5
8.3	32732	-40.5	-67.5	4	0.52	90	34	914.6	921.2	914.9
8.2	32815	-40.3	-67.3	4	0.54	90	35	918.6	925.5	918.9
